instance_id,N,L,counts,releases,h_F,h_S,threshold,max_platoon_size,method,partition,number_of_platoons,ordering_variable_count,formation_time_ms,formation_repetitions,scaled_actual_optimality_gap,actual_optimality_gap,scaled_partition_specific_upper_bound,partition_specific_upper_bound,scaled_rule_level_upper_bound,rule_level_upper_bound,bound_chain_valid
38,5,2,"[3, 2]","[[0, 0, 3], [2, 3]]",1,2,2,5,PP,"[[2, 1], [2]]",3,2,0.000741,20,0,0,0,0,8,8/5,True
38,5,2,"[3, 2]","[[0, 0, 3], [2, 3]]",1,2,3,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000741,20,0,0,0,0,0,0,True
38,5,2,"[3, 2]","[[0, 0, 3], [2, 3]]",1,2,3,2,PP,"[[2, 1], [2]]",3,2,0.000741,20,0,0,0,0,12,12/5,True
38,5,2,"[3, 2]","[[0, 0, 3], [2, 3]]",1,2,3,3,PP,"[[3], [2]]",2,1,0.0007265,20,1,1/5,4,4/5,18,18/5,True
38,5,2,"[3, 2]","[[0, 0, 3], [2, 3]]",1,2,3,5,PP,"[[3], [2]]",2,1,0.0007315,20,1,1/5,4,4/5,24,24/5,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,0,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000776,20,0,0,0,0,0,0,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,0,2,PP,"[[2, 1], [2]]",3,2,0.0007415,20,0,0,0,0,0,0,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,0,3,PP,"[[2, 1], [2]]",3,2,0.000756,20,0,0,0,0,0,0,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,0,5,PP,"[[2, 1], [2]]",3,2,0.0007665,20,0,0,0,0,0,0,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,1,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.0007665,20,0,0,0,0,0,0,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,1,2,PP,"[[2, 1], [2]]",3,2,0.000741,20,0,0,0,0,0,0,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,1,3,PP,"[[2, 1], [2]]",3,2,0.000736,20,0,0,0,0,0,0,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,1,5,PP,"[[2, 1], [2]]",3,2,0.000741,20,0,0,0,0,0,0,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,2,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.0007565,20,0,0,0,0,0,0,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,2,2,PP,"[[2, 1], [2]]",3,2,0.000746,20,0,0,0,0,4,4/5,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,2,3,PP,"[[2, 1], [2]]",3,2,0.000741,20,0,0,0,0,6,6/5,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,2,5,PP,"[[2, 1], [2]]",3,2,0.000741,20,0,0,0,0,8,8/5,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,3,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000761,20,0,0,0,0,0,0,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,3,2,PP,"[[2, 1], [2]]",3,2,0.0007315,20,0,0,0,0,12,12/5,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,3,3,PP,"[[3], [2]]",2,1,0.000721,20,1,1/5,4,4/5,18,18/5,True
39,5,2,"[3, 2]","[[0, 0, 3], [3, 3]]",1,2,3,5,PP,"[[3], [2]]",2,1,0.0007165,20,1,1/5,4,4/5,24,24/5,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,0,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.0007215,20,0,0,0,0,0,0,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,0,2,PP,"[[1, 2], [2]]",3,2,0.000731,20,0,0,0,0,0,0,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,0,3,PP,"[[1, 2], [2]]",3,2,0.000721,20,0,0,0,0,0,0,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,0,5,PP,"[[1, 2], [2]]",3,2,0.000711,20,0,0,0,0,0,0,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,1,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.0007315,20,0,0,0,0,0,0,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,1,2,PP,"[[2, 1], [2]]",3,2,0.000736,20,0,0,0,0,0,0,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,1,3,PP,"[[3], [2]]",2,1,0.000726,20,0,0,0,0,0,0,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,1,5,PP,"[[3], [2]]",2,1,0.000731,20,0,0,0,0,0,0,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,2,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000751,20,0,0,0,0,0,0,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,2,2,PP,"[[2, 1], [2]]",3,2,0.000731,20,0,0,0,0,4,4/5,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,2,3,PP,"[[3], [2]]",2,1,0.000711,20,0,0,0,0,6,6/5,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,2,5,PP,"[[3], [2]]",2,1,0.000736,20,0,0,0,0,8,8/5,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,3,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.0007415,20,0,0,0,0,0,0,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,3,2,PP,"[[2, 1], [2]]",3,2,0.000746,20,0,0,0,0,12,12/5,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,3,3,PP,"[[3], [2]]",2,1,0.000736,20,0,0,0,0,18,18/5,True
40,5,2,"[3, 2]","[[0, 1, 1], [0, 0]]",1,2,3,5,PP,"[[3], [2]]",2,1,0.000711,20,0,0,0,0,24,24/5,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,0,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.0007415,20,0,0,0,0,0,0,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,0,2,PP,"[[1, 2], [1, 1]]",4,4,0.000736,20,0,0,0,0,0,0,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,0,3,PP,"[[1, 2], [1, 1]]",4,4,0.000736,20,0,0,0,0,0,0,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,0,5,PP,"[[1, 2], [1, 1]]",4,4,0.0007215,20,0,0,0,0,0,0,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,1,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000751,20,0,0,0,0,0,0,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,1,2,PP,"[[2, 1], [2]]",3,2,0.000751,20,0,0,0,0,0,0,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,1,3,PP,"[[3], [2]]",2,1,0.000711,20,0,0,0,0,0,0,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,1,5,PP,"[[3], [2]]",2,1,0.000721,20,0,0,0,0,0,0,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,2,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000751,20,0,0,0,0,0,0,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,2,2,PP,"[[2, 1], [2]]",3,2,0.000731,20,0,0,0,0,4,4/5,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,2,3,PP,"[[3], [2]]",2,1,0.000711,20,0,0,0,0,6,6/5,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,2,5,PP,"[[3], [2]]",2,1,0.000731,20,0,0,0,0,8,8/5,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,3,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000761,20,0,0,0,0,0,0,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,3,2,PP,"[[2, 1], [2]]",3,2,0.000716,20,0,0,0,0,12,12/5,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,3,3,PP,"[[3], [2]]",2,1,0.000726,20,0,0,0,0,18,18/5,True
41,5,2,"[3, 2]","[[0, 1, 1], [0, 1]]",1,2,3,5,PP,"[[3], [2]]",2,1,0.000726,20,0,0,0,0,24,24/5,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,0,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000756,20,0,0,0,0,0,0,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,0,2,PP,"[[1, 2], [1, 1]]",4,4,0.000726,20,0,0,0,0,0,0,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,0,3,PP,"[[1, 2], [1, 1]]",4,4,0.0007115,20,0,0,0,0,0,0,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,0,5,PP,"[[1, 2], [1, 1]]",4,4,0.000716,20,0,0,0,0,0,0,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,1,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000756,20,0,0,0,0,0,0,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,1,2,PP,"[[2, 1], [1, 1]]",4,4,0.000746,20,0,0,0,0,0,0,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,1,3,PP,"[[3], [1, 1]]",3,2,0.000711,20,0,0,0,0,0,0,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,1,5,PP,"[[3], [1, 1]]",3,2,0.000726,20,0,0,0,0,0,0,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,2,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000741,20,0,0,0,0,0,0,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,2,2,PP,"[[2, 1], [2]]",3,2,0.0007565,20,0,0,2,2/5,4,4/5,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,2,3,PP,"[[3], [2]]",2,1,0.0007215,20,0,0,2,2/5,6,6/5,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,2,5,PP,"[[3], [2]]",2,1,0.000736,20,0,0,2,2/5,8,8/5,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,3,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000746,20,0,0,0,0,0,0,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,3,2,PP,"[[2, 1], [2]]",3,2,0.000736,20,0,0,2,2/5,12,12/5,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,3,3,PP,"[[3], [2]]",2,1,0.000741,20,0,0,2,2/5,18,18/5,True
42,5,2,"[3, 2]","[[0, 1, 1], [0, 2]]",1,2,3,5,PP,"[[3], [2]]",2,1,0.000721,20,0,0,2,2/5,24,24/5,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,0,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000731,20,0,0,0,0,0,0,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,0,2,PP,"[[1, 2], [1, 1]]",4,4,0.000731,20,0,0,0,0,0,0,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,0,3,PP,"[[1, 2], [1, 1]]",4,4,0.000761,20,0,0,0,0,0,0,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,0,5,PP,"[[1, 2], [1, 1]]",4,4,0.000741,20,0,0,0,0,0,0,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,1,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000766,20,0,0,0,0,0,0,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,1,2,PP,"[[2, 1], [1, 1]]",4,4,0.000731,20,0,0,0,0,0,0,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,1,3,PP,"[[3], [1, 1]]",3,2,0.000721,20,0,0,0,0,0,0,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,1,5,PP,"[[3], [1, 1]]",3,2,0.000701,20,0,0,0,0,0,0,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,2,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.0007265,20,0,0,0,0,0,0,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,2,2,PP,"[[2, 1], [1, 1]]",4,4,0.000721,20,0,0,0,0,4,4/5,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,2,3,PP,"[[3], [1, 1]]",3,2,0.000721,20,0,0,0,0,6,6/5,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,2,5,PP,"[[3], [1, 1]]",3,2,0.000716,20,0,0,0,0,8,8/5,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,3,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000731,20,0,0,0,0,0,0,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,3,2,PP,"[[2, 1], [2]]",3,2,0.000736,20,0,0,6,6/5,12,12/5,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,3,3,PP,"[[3], [2]]",2,1,0.000721,20,0,0,6,6/5,18,18/5,True
43,5,2,"[3, 2]","[[0, 1, 1], [0, 3]]",1,2,3,5,PP,"[[3], [2]]",2,1,0.000726,20,0,0,6,6/5,24,24/5,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,0,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000746,20,0,0,0,0,0,0,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,0,2,PP,"[[1, 2], [2]]",3,2,0.000741,20,0,0,0,0,0,0,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,0,3,PP,"[[1, 2], [2]]",3,2,0.0007315,20,0,0,0,0,0,0,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,0,5,PP,"[[1, 2], [2]]",3,2,0.000721,20,0,0,0,0,0,0,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,1,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000741,20,0,0,0,0,0,0,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,1,2,PP,"[[2, 1], [2]]",3,2,0.000732,20,0,0,0,0,0,0,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,1,3,PP,"[[3], [2]]",2,1,0.000721,20,0,0,0,0,0,0,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,1,5,PP,"[[3], [2]]",2,1,0.000756,20,0,0,0,0,0,0,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,2,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.0007515,20,0,0,0,0,0,0,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,2,2,PP,"[[2, 1], [2]]",3,2,0.000746,20,0,0,0,0,4,4/5,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,2,3,PP,"[[3], [2]]",2,1,0.000746,20,0,0,0,0,6,6/5,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,2,5,PP,"[[3], [2]]",2,1,0.000741,20,0,0,0,0,8,8/5,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,3,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000741,20,0,0,0,0,0,0,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,3,2,PP,"[[2, 1], [2]]",3,2,0.000751,20,0,0,0,0,12,12/5,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,3,3,PP,"[[3], [2]]",2,1,0.000726,20,0,0,0,0,18,18/5,True
44,5,2,"[3, 2]","[[0, 1, 1], [1, 1]]",1,2,3,5,PP,"[[3], [2]]",2,1,0.000741,20,0,0,0,0,24,24/5,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,0,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000741,20,0,0,0,0,0,0,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,0,2,PP,"[[1, 2], [1, 1]]",4,4,0.000721,20,0,0,0,0,0,0,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,0,3,PP,"[[1, 2], [1, 1]]",4,4,0.000726,20,0,0,0,0,0,0,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,0,5,PP,"[[1, 2], [1, 1]]",4,4,0.000716,20,0,0,0,0,0,0,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,1,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000731,20,0,0,0,0,0,0,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,1,2,PP,"[[2, 1], [2]]",3,2,0.000741,20,0,0,0,0,0,0,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,1,3,PP,"[[3], [2]]",2,1,0.000731,20,0,0,0,0,0,0,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,1,5,PP,"[[3], [2]]",2,1,0.0007265,20,0,0,0,0,0,0,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,2,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000751,20,0,0,0,0,0,0,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,2,2,PP,"[[2, 1], [2]]",3,2,0.000731,20,0,0,0,0,4,4/5,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,2,3,PP,"[[3], [2]]",2,1,0.000736,20,0,0,0,0,6,6/5,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,2,5,PP,"[[3], [2]]",2,1,0.000716,20,0,0,0,0,8,8/5,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,3,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.0007365,20,0,0,0,0,0,0,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,3,2,PP,"[[2, 1], [2]]",3,2,0.000751,20,0,0,0,0,12,12/5,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,3,3,PP,"[[3], [2]]",2,1,0.000736,20,0,0,0,0,18,18/5,True
45,5,2,"[3, 2]","[[0, 1, 1], [1, 2]]",1,2,3,5,PP,"[[3], [2]]",2,1,0.000751,20,0,0,0,0,24,24/5,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,0,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000736,20,0,0,0,0,0,0,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,0,2,PP,"[[1, 2], [1, 1]]",4,4,0.0007265,20,0,0,0,0,0,0,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,0,3,PP,"[[1, 2], [1, 1]]",4,4,0.000736,20,0,0,0,0,0,0,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,0,5,PP,"[[1, 2], [1, 1]]",4,4,0.000731,20,0,0,0,0,0,0,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,1,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000741,20,0,0,0,0,0,0,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,1,2,PP,"[[2, 1], [1, 1]]",4,4,0.000746,20,0,0,0,0,0,0,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,1,3,PP,"[[3], [1, 1]]",3,2,0.000721,20,0,0,0,0,0,0,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,1,5,PP,"[[3], [1, 1]]",3,2,0.000731,20,0,0,0,0,0,0,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,2,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000751,20,0,0,0,0,0,0,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,2,2,PP,"[[2, 1], [2]]",3,2,0.000746,20,0,0,2,2/5,4,4/5,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,2,3,PP,"[[3], [2]]",2,1,0.000741,20,0,0,2,2/5,6,6/5,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,2,5,PP,"[[3], [2]]",2,1,0.000771,20,0,0,2,2/5,8,8/5,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,3,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000756,20,0,0,0,0,0,0,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,3,2,PP,"[[2, 1], [2]]",3,2,0.000736,20,0,0,2,2/5,12,12/5,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,3,3,PP,"[[3], [2]]",2,1,0.0007365,20,0,0,2,2/5,18,18/5,True
46,5,2,"[3, 2]","[[0, 1, 1], [1, 3]]",1,2,3,5,PP,"[[3], [2]]",2,1,0.000731,20,0,0,2,2/5,24,24/5,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,0,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000721,20,0,0,0,0,0,0,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,0,2,PP,"[[1, 2], [2]]",3,2,0.000711,20,0,0,0,0,0,0,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,0,3,PP,"[[1, 2], [2]]",3,2,0.000711,20,0,0,0,0,0,0,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,0,5,PP,"[[1, 2], [2]]",3,2,0.000726,20,0,0,0,0,0,0,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,1,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000746,20,0,0,0,0,0,0,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,1,2,PP,"[[2, 1], [2]]",3,2,0.000736,20,0,0,0,0,0,0,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,1,3,PP,"[[3], [2]]",2,1,0.000716,20,0,0,0,0,0,0,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,1,5,PP,"[[3], [2]]",2,1,0.000726,20,0,0,0,0,0,0,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,2,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000741,20,0,0,0,0,0,0,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,2,2,PP,"[[2, 1], [2]]",3,2,0.000741,20,0,0,0,0,4,4/5,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,2,3,PP,"[[3], [2]]",2,1,0.000711,20,0,0,0,0,6,6/5,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,2,5,PP,"[[3], [2]]",2,1,0.000716,20,0,0,0,0,8,8/5,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,3,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000736,20,0,0,0,0,0,0,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,3,2,PP,"[[2, 1], [2]]",3,2,0.000721,20,0,0,0,0,12,12/5,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,3,3,PP,"[[3], [2]]",2,1,0.000746,20,0,0,0,0,18,18/5,True
47,5,2,"[3, 2]","[[0, 1, 1], [2, 2]]",1,2,3,5,PP,"[[3], [2]]",2,1,0.000731,20,0,0,0,0,24,24/5,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,0,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000741,20,0,0,0,0,0,0,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,0,2,PP,"[[1, 2], [1, 1]]",4,4,0.000716,20,0,0,0,0,0,0,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,0,3,PP,"[[1, 2], [1, 1]]",4,4,0.000741,20,0,0,0,0,0,0,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,0,5,PP,"[[1, 2], [1, 1]]",4,4,0.000732,20,0,0,0,0,0,0,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,1,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000741,20,0,0,0,0,0,0,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,1,2,PP,"[[2, 1], [2]]",3,2,0.000736,20,0,0,0,0,0,0,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,1,3,PP,"[[3], [2]]",2,1,0.000711,20,0,0,0,0,0,0,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,1,5,PP,"[[3], [2]]",2,1,0.000741,20,0,0,0,0,0,0,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,2,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000761,20,0,0,0,0,0,0,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,2,2,PP,"[[2, 1], [2]]",3,2,0.000751,20,0,0,0,0,4,4/5,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,2,3,PP,"[[3], [2]]",2,1,0.000721,20,0,0,0,0,6,6/5,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,2,5,PP,"[[3], [2]]",2,1,0.000731,20,0,0,0,0,8,8/5,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,3,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000756,20,0,0,0,0,0,0,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,3,2,PP,"[[2, 1], [2]]",3,2,0.000741,20,0,0,0,0,12,12/5,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,3,3,PP,"[[3], [2]]",2,1,0.000721,20,0,0,0,0,18,18/5,True
48,5,2,"[3, 2]","[[0, 1, 1], [2, 3]]",1,2,3,5,PP,"[[3], [2]]",2,1,0.000726,20,0,0,0,0,24,24/5,True
49,5,2,"[3, 2]","[[0, 1, 1], [3, 3]]",1,2,0,1,PP,"[[1, 1, 1], [1, 1]]",5,6,0.000741,20,0,0,0,0,0,0,True
